ï»¿UniqueID,Database,County where tick found,State,Year,Date tick found,Host,"Host Genus, Family, or Order",Host_taxon_1,Host_taxon_2,Host_taxon_3,Genus,Species(2016),Tick_Taxon,Lifestage_not_specified,Adult_Female,Adult_Male,Adults,Nymph,Larva,Submission,Total#/submission,Comments
TD0331,TRL1900_1993,Cumberland,PA,1965,6/16/1965,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0332,TRL1900_1993,Centre,PA,1965,6/18/1965,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0333,TRL1900_1993,Washington,PA,1965,6/18/1965,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0334,TRL1900_1993,Allegheny,PA,1965,6/22/1965,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0335,TRL1900_1993,Montgomery,PA,1965,6/28/1965,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0336,TRL1900_1993,Allegheny,PA,1965,7/1/1965,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0337,TRL1900_1993,Bucks,PA,1965,7/1/1965,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0338,TRL1900_1993,Bucks,PA,1965,7/2/1965,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0339,TRL1900_1993,Montgomery,PA,1965,7/2/1965,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0340,TRL1900_1993,Cumberland,PA,1965,7/6/1965,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0341,TRL1900_1993,Allegheny,PA,1965,7/7/1965,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0345,TRL1900_1993,Bucks,PA,1965,7/8/1965,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0346,TRL1900_1993,Bucks,PA,1965,7/8/1965,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0347,TRL1900_1993,Chester,PA,1965,7/8/1965,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0348,TRL1900_1993,Delaware,PA,1965,7/8/1965,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0349,TRL1900_1993,Delaware,PA,1965,7/8/1965,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0350,TRL1900_1993,Delaware,PA,1965,7/8/1965,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0351,TRL1900_1993,Delaware,PA,1965,7/8/1965,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0352,TRL1900_1993,Delaware,PA,1965,7/8/1965,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0353,TRL1900_1993,Delaware,PA,1965,7/8/1965,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0354,TRL1900_1993,Delaware,PA,1965,7/8/1965,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0355,TRL1900_1993,Delaware,PA,1965,7/8/1965,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0356,TRL1900_1993,Indiana,PA,1965,7/8/1965,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0357,TRL1900_1993,Montgomery,PA,1965,7/8/1965,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0358,TRL1900_1993,Montgomery,PA,1965,7/8/1965,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0359,TRL1900_1993,Montgomery,PA,1965,7/8/1965,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0360,TRL1900_1993,Montgomery,PA,1965,7/8/1965,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0361,TRL1900_1993,Montgomery,PA,1965,7/8/1965,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0363,TRL1900_1993,Philadelphia,PA,1965,7/8/1965,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0364,TRL1900_1993,Philadelphia,PA,1965,7/8/1965,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0365,TRL1900_1993,Philadelphia,PA,1965,7/8/1965,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0366,TRL1900_1993,Philadelphia,PA,1965,7/8/1965,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0367,TRL1900_1993,Philadelphia,PA,1965,7/8/1965,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0368,TRL1900_1993,Philadelphia,PA,1965,7/8/1965,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0369,TRL1900_1993,Philadelphia,PA,1965,7/8/1965,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0370,TRL1900_1993,Philadelphia,PA,1965,7/8/1965,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0371,TRL1900_1993,Montgomery,PA,1965,7/23/1965,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0372,TRL1900_1993,Allegheny,PA,1965,8/1/1965,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0373,TRL1900_1993,Bucks,PA,1965,8/1/1965,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0374,TRL1900_1993,Centre,PA,1965,8/1/1965,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0375,TRL1900_1993,Delaware,PA,1965,8/1/1965,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0376,TRL1900_1993,Delaware,PA,1965,8/1/1965,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0377,TRL1900_1993,Montgomery,PA,1965,8/1/1965,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0378,TRL1900_1993,Chester,PA,1965,8/3/1965,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0379,TRL1900_1993,Chester,PA,1965,8/3/1965,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0380,TRL1900_1993,Delaware,PA,1965,8/3/1965,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0381,TRL1900_1993,Delaware,PA,1965,8/3/1965,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0382,TRL1900_1993,Delaware,PA,1965,8/3/1965,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0383,TRL1900_1993,Montgomery,PA,1965,8/3/1965,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0384,TRL1900_1993,Montgomery,PA,1965,8/3/1965,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0385,TRL1900_1993,Montgomery,PA,1965,8/3/1965,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0386,TRL1900_1993,Philadelphia,PA,1965,8/3/1965,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0387,TRL1900_1993,Philadelphia,PA,1965,8/3/1965,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0388,TRL1900_1993,Philadelphia,PA,1965,8/3/1965,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0390,TRL1900_1993,Washington,PA,1965,8/12/1965,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0391,TRL1900_1993,Allegheny,PA,1965,8/15/1965,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0392,TRL1900_1993,Allegheny,PA,1965,8/19/1965,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0393,TRL1900_1993,Allegheny,PA,1965,8/23/1965,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0394,TRL1900_1993,Allegheny,PA,1965,9/1/1965,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0395,TRL1900_1993,Chester,PA,1965,10/1/1965,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0396,TRL1900_1993,Chester,PA,1965,10/1/1965,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0398,TRL1900_1993,Dauphin,PA,1965,10/7/1965,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0399,TRL1900_1993,Allegheny,PA,1965,11/1/1965,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0400,TRL1900_1993,Allegheny,PA,1965,12/7/1965,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0401,TRL1900_1993,Montgomery,PA,1965,12/15/1965,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0402,TRL1900_1993,Allegheny,PA,1965,12/27/1965,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0343,TRL1900_1993,Philadelphia,PA,1965,7/8/1965,NR,No record,No record,NA,NA,Amblyomma,americanum,Amblyomma sp.,1,0,0,0,0,0,1,1,
TD0317,TRL1900_1993,Franklin,PA,1965,4/21/1965,porcupine,Rodentia,Rodentia,NA,NA,Ixodes,cookei,I. cookei,1,0,0,0,0,0,1,1,
TD0318,TRL1900_1993,Fulton,PA,1965,5/1/1965,rabbit,Lagomorpha,Other mammal,NA,NA,Ixodes,dentatus,Other Ixodes sp.,1,0,0,0,0,0,1,1,
TD0322,TRL1900_1993,Franklin,PA,1965,6/1/1965,rabbit,Lagomorpha,Other mammal,NA,NA,Ixodes,dentatus,Other Ixodes sp.,1,0,0,0,0,0,1,1,
TD0319,TRL1900_1993,Centre,PA,1965,6/1/1965,snake,Reptilia,Reptilia,NA,NA,Amblyomma,dissimile,Amblyomma sp.,1,0,0,0,0,0,1,1,
TD0397,TRL1900_1993,Centre,PA,1965,10/5/1965,Towhee,Aves,Bird,NA,NA,Haemaphysalis,leporis-palustris,Other,1,0,0,0,0,0,1,1,
TD0415,TRL1900_1993,Centre,PA,1966,5/5/1966,bird,Aves,Bird,NA,NA,Ixodes,dentatus,Other Ixodes sp.,1,0,0,0,0,0,1,1,
TD0430,TRL1900_1993,Centre,PA,1966,10/1/1966,deer,Cervidae,Other mammal,NA,NA,Dermacentor,albipictus,Dermacentor sp.,1,0,0,0,0,0,1,1,
TD0439,TRL1900_1993,Centre,PA,1966,11/7/1966,deer,Cervidae,Other mammal,NA,NA,Dermacentor,albipictus,Dermacentor sp.,1,0,0,0,0,0,1,1,
TD0440,TRL1900_1993,Centre,PA,1966,11/15/1966,deer,Cervidae,Other mammal,NA,NA,Dermacentor,albipictus,Dermacentor sp.,1,0,0,0,0,0,1,1,
TD0443,TRL1900_1993,Huntington,PA,1966,11/28/1966,deer,Cervidae,Other mammal,NA,NA,Dermacentor,albipictus,Dermacentor sp.,0,0,0,0,0,0,1,1,
TD0444,TRL1900_1993,Franklin,PA,1966,11/30/1966,deer,Cervidae,Other mammal,NA,NA,Dermacentor,albipictus,Dermacentor sp.,1,0,0,0,0,0,1,1,
TD0445,TRL1900_1993,Centre,PA,1966,12/1/1966,deer,Cervidae,Other mammal,NA,NA,Dermacentor,albipictus,Dermacentor sp.,1,0,0,0,0,0,1,1,
TD0447,TRL1900_1993,Huntington,PA,1966,12/10/1966,deer,Cervidae,Other mammal,NA,NA,Dermacentor,albipictus,Dermacentor sp.,1,0,0,0,0,0,1,1,
TD0449,TRL1900_1993,Union,PA,1966,12/31/1966,deer,Cervidae,Other mammal,NA,NA,Dermacentor,albipictus,Dermacentor sp.,1,0,0,0,0,0,1,1,
TD0404,TRL1900_1993,Mercer,PA,1966,1/11/1966,Dog,Canis,Dog,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0424,TRL1900_1993,Centre,PA,1966,6/20/1966,Dog,Canis,Dog,NA,NA,Amblyomma,americanum,Amblyomma sp.,1,0,0,0,0,0,1,1,
TD0426,TRL1900_1993,Dauphin,PA,1966,7/7/1966,Dog,Canis,Dog,NA,NA,Amblyomma,americanum,Amblyomma sp.,1,0,0,0,0,0,1,1,
TD0428,TRL1900_1993,Allegheny,PA,1966,7/22/1966,Dog,Canis,Dog,NA,NA,Ixodes,cookei,I. cookei,1,0,0,0,0,0,1,1,
TD0407,TRL1900_1993,Centre,PA,1966,3/6/1966,grackle,Aves,Bird,NA,NA,Haemaphysalis,leporis-palustris,Other,1,0,0,0,0,0,1,1,
TD0409,TRL1900_1993,Franklin,PA,1966,4/1/1966,groundhog,Marmota monax,Groundhog,NA,NA,Ixodes,cookei,I. cookei,1,0,0,0,0,0,1,1,
TD0410,TRL1900_1993,Franklin,PA,1966,4/1/1966,groundhog,Marmota monax,Groundhog,NA,NA,Ixodes,cookei,I. cookei,1,0,0,0,0,0,1,1,
TD0412,TRL1900_1993,Franklin,PA,1966,4/21/1966,groundhog,Marmota monax,Groundhog,NA,NA,Ixodes,cookei,I. cookei,1,0,0,0,0,0,1,1,
TD0429,TRL1900_1993,Bradford,PA,1966,7/27/1966,groundhog,Marmota monax,Groundhog,NA,NA,Ixodes,cookei,I. cookei,1,0,0,0,0,0,1,1,
TD0441,TRL1900_1993,Centre,PA,1966,11/15/1966,lizard,Reptilia,Reptilia,NA,NA,Amblyomma,dissimile,Amblyomma sp.,1,0,0,0,0,0,1,1,
TD0403,TRL1900_1993,Mercer,PA,1966,1/10/1966,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0405,TRL1900_1993,Montgomery,PA,1966,1/11/1966,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0406,TRL1900_1993,Westmoreland,PA,1966,2/1/1966,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0411,TRL1900_1993,Centre,PA,1966,4/11/1966,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0414,TRL1900_1993,Montgomery,PA,1966,4/29/1966,not attached to host,Not attached,Not attached,NA,NA,Ornithodoros,kelleyi,Other,1,0,0,0,0,0,1,1,
TD0417,TRL1900_1993,Washington,PA,1966,5/17/1966,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0419,TRL1900_1993,Montgomery,PA,1966,5/20/1966,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0420,TRL1900_1993,Wayne,PA,1966,5/26/1966,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,albipictus,Dermacentor sp.,1,0,0,0,0,0,1,1,
TD0423,TRL1900_1993,Centre,PA,1966,6/10/1966,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0425,TRL1900_1993,Allegheny,PA,1966,7/1/1966,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0427,TRL1900_1993,York,PA,1966,7/19/1966,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0435,TRL1900_1993,Cumberland,PA,1966,10/19/1966,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0436,TRL1900_1993,Berks,PA,1966,10/25/1966,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0437,TRL1900_1993,Berks,PA,1966,10/27/1966,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0442,TRL1900_1993,Berks,PA,1966,11/22/1966,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0446,TRL1900_1993,Westmoreland,PA,1966,12/1/1966,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0448,TRL1900_1993,Lackawanna,PA,1966,12/16/1966,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0432,TRL1900_1993,Centre,PA,1966,10/5/1966,overbird,Aves,Bird,NA,NA,Haemaphysalis,leporis-palustris,Other,1,0,0,0,0,0,1,1,
TD0422,TRL1900_1993,Centre,PA,1966,6/6/1966,rabbit,Lagomorpha,Other mammal,NA,NA,Haemaphysalis,leporis-palustris,Other,1,0,0,0,0,0,1,1,
TD0433,TRL1900_1993,Centre,PA,1966,10/18/1966,rabbit,Lagomorpha,Other mammal,NA,NA,Haemaphysalis,leporis-palustris,Other,1,0,0,0,0,0,1,1,
TD0434,TRL1900_1993,Centre,PA,1966,10/18/1966,rabbit,Lagomorpha,Other mammal,NA,NA,Haemaphysalis,leporis-palustris,Other,1,0,0,0,0,0,1,1,
TD0408,TRL1900_1993,Centre,PA,1966,3/28/1966,raccoon,Procyonidae,Other mammal,NA,NA,Ixodes,cookei,I. cookei,1,0,0,0,0,0,1,1,
TD0421,TRL1900_1993,Centre,PA,1966,6/5/1966,Snake,Reptilia,Reptilia,NA,NA,Amblyomma,dissimile,Amblyomma sp.,1,0,0,0,0,0,1,1,
TD0438,TRL1900_1993,Centre,PA,1966,10/28/1966,snake,Reptilia,Reptilia,NA,NA,Amblyomma,dissimile,Amblyomma sp.,1,0,0,0,0,0,1,1,
TD0418,TRL1900_1993,Centre,PA,1966,5/19/1966,Swanson thrush,Aves,Bird,NA,NA,Haemaphysalis,leporis-palustris,Other,1,0,0,0,0,0,1,1,
TD0413,TRL1900_1993,Centre,PA,1966,4/26/1966,White tail sparrow,Aves,Bird,NA,NA,Haemaphysalis,leporis-palustris,Other,1,0,0,0,0,0,1,1,
TD0416,TRL1900_1993,Centre,PA,1966,5/10/1966,White tailed sparrow,Aves,Bird,NA,NA,Haemaphysalis,leporis-palustris,Other,1,0,0,0,0,0,1,1,
TD0431,TRL1900_1993,Centre,PA,1966,10/4/1966,White tailed sparrow,Aves,Bird,NA,NA,Haemaphysalis,leporis-palustris,Other,1,0,0,0,0,0,1,1,
TD0475,TRL1900_1993,Allegheny,PA,1967,10/1/1967,Human,Homo sapiens,Human,NA,NA,Amblyomma,maculatum,Amblyomma sp.,1,0,0,0,0,0,1,1,
TD0465,TRL1900_1993,Lancaster,PA,1967,5/26/1967,No record,No record,No record,NA,NA,Amblyomma,americanum,Amblyomma sp.,1,0,0,0,0,0,1,1,
TD0450,TRL1900_1993,Cumberland,PA,1967,3/3/1967,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0451,TRL1900_1993,Susquehanna,PA,1967,3/23/1967,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0452,TRL1900_1993,Berks,PA,1967,3/27/1967,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0453,TRL1900_1993,Susquehanna,PA,1967,3/28/1967,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0454,TRL1900_1993,Mercer,PA,1967,5/1/1967,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0455,TRL1900_1993,Crawford,PA,1967,5/4/1967,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0456,TRL1900_1993,Berks,PA,1967,5/22/1967,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0457,TRL1900_1993,Montgomery,PA,1967,5/23/1967,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0458,TRL1900_1993,Lancaster,PA,1967,5/24/1967,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0459,TRL1900_1993,Lancaster,PA,1967,5/24/1967,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0460,TRL1900_1993,Lancaster,PA,1967,5/24/1967,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0461,TRL1900_1993,Bucks,PA,1967,5/25/1967,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0462,TRL1900_1993,Delaware,PA,1967,5/25/1967,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0463,TRL1900_1993,Lancaster,PA,1967,5/25/1967,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0464,TRL1900_1993,Lancaster,PA,1967,5/25/1967,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0466,TRL1900_1993,Lancaster,PA,1967,5/26/1967,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0467,TRL1900_1993,Lancaster,PA,1967,6/1/1967,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0468,TRL1900_1993,Montgomery,PA,1967,6/12/1967,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0470,TRL1900_1993,Lancaster,PA,1967,6/28/1967,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0471,TRL1900_1993,Berks,PA,1967,7/13/1967,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0473,TRL1900_1993,Allegheny,PA,1967,8/7/1967,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
TD0474,TRL1900_1993,Lancaster,PA,1967,8/20/1967,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,1,0,0,0,0,0,1,1,
